STATION,DATETIME,DIFFUSE MJ/m^2,GLOBAL MJ/m^2
Ranchi,2001-12-15 19:00:00,0.0,0.0
Ranchi,2001-12-15 20:00:00,0.0,0.0
Ranchi,2002-01-15 05:00:00,0.0,0.0
Ranchi,2002-01-15 06:00:00,0.0,0.0
Ranchi,2002-01-15 07:00:00,0.03,0.04
Ranchi,2002-01-15 08:00:00,0.37,0.51
Ranchi,2002-01-15 09:00:00,0.64,1.21
Ranchi,2002-01-15 10:00:00,0.79,1.84
Ranchi,2002-01-15 11:00:00,0.89,2.31
Ranchi,2002-01-15 12:00:00,1.0,2.61
Ranchi,2002-01-15 13:00:00,1.04,2.62
Ranchi,2002-01-15 14:00:00,1.01,2.38
Ranchi,2002-01-15 15:00:00,0.82,1.82
Ranchi,2002-01-15 16:00:00,0.62,1.17
Ranchi,2002-01-15 17:00:00,0.29,0.47
Ranchi,2002-01-15 18:00:00,0.02,0.04
Ranchi,2002-01-15 19:00:00,0.0,0.0
Ranchi,2002-01-15 20:00:00,0.0,0.0
Ranchi,2002-02-15 05:00:00,0.0,0.0
Ranchi,2002-02-15 06:00:00,0.0,0.0
Ranchi,2002-02-15 07:00:00,0.07,0.09
Ranchi,2002-02-15 08:00:00,0.39,0.68
Ranchi,2002-02-15 09:00:00,0.67,1.43
Ranchi,2002-02-15 10:00:00,0.87,2.12
Ranchi,2002-02-15 11:00:00,0.95,2.64
Ranchi,2002-02-15 12:00:00,0.94,2.86
Ranchi,2002-02-15 13:00:00,0.92,2.87
Ranchi,2002-02-15 14:00:00,0.88,2.6
Ranchi,2002-02-15 15:00:00,0.76,2.12
Ranchi,2002-02-15 16:00:00,0.6,1.5
Ranchi,2002-02-15 17:00:00,0.37,0.78
Ranchi,2002-02-15 18:00:00,0.07,0.13
Ranchi,2002-02-15 19:00:00,0.0,0.0
Ranchi,2002-02-15 20:00:00,0.0,0.0
Ranchi,2002-03-15 05:00:00,0.0,0.0
Ranchi,2002-03-15 06:00:00,0.0,0.0
Ranchi,2002-03-15 07:00:00,0.19,0.26
Ranchi,2002-03-15 08:00:00,0.62,0.99
Ranchi,2002-03-15 09:00:00,0.81,1.82
Ranchi,2002-03-15 10:00:00,0.93,2.6
Ranchi,2002-03-15 11:00:00,1.04,3.09
Ranchi,2002-03-15 12:00:00,1.13,3.3
Ranchi,2002-03-15 13:00:00,1.21,3.31
Ranchi,2002-03-15 14:00:00,1.18,2.97
Ranchi,2002-03-15 15:00:00,1.04,2.28
Ranchi,2002-03-15 16:00:00,0.78,1.62
Ranchi,2002-03-15 17:00:00,0.5,0.92
Ranchi,2002-03-15 18:00:00,0.15,0.24
Ranchi,2002-03-15 19:00:00,0.0,0.0
Ranchi,2002-03-15 20:00:00,0.0,0.0
Ranchi,2002-04-15 05:00:00,0.0,0.0
Ranchi,2002-04-15 06:00:00,0.02,0.03
Ranchi,2002-04-15 07:00:00,0.36,0.43
Ranchi,2002-04-15 08:00:00,0.79,1.18
Ranchi,2002-04-15 09:00:00,1.05,1.97
Ranchi,2002-04-15 10:00:00,1.26,2.72
Ranchi,2002-04-15 11:00:00,1.33,3.19
Ranchi,2002-04-15 12:00:00,1.32,3.34
Ranchi,2002-04-15 13:00:00,1.34,3.23
Ranchi,2002-04-15 14:00:00,1.38,2.78
Ranchi,2002-04-15 15:00:00,1.29,2.2
Ranchi,2002-04-15 16:00:00,1.01,1.58
Ranchi,2002-04-15 17:00:00,0.67,0.89
Ranchi,2002-04-15 18:00:00,0.25,0.28
Ranchi,2002-04-15 19:00:00,0.01,0.01
Ranchi,2002-04-15 20:00:00,0.0,0.0
Ranchi,2002-05-15 05:00:00,0.0,0.0
Ranchi,2002-05-15 06:00:00,0.04,0.04
Ranchi,2002-05-15 07:00:00,0.43,0.45
Ranchi,2002-05-15 08:00:00,0.89,1.16
Ranchi,2002-05-15 09:00:00,1.22,1.9
Ranchi,2002-05-15 10:00:00,1.43,2.44
Ranchi,2002-05-15 11:00:00,1.41,2.85
Ranchi,2002-05-15 12:00:00,1.51,3.03
Ranchi,2002-05-15 13:00:00,1.49,2.91
Ranchi,2002-05-15 14:00:00,1.39,2.68
Ranchi,2002-05-15 15:00:00,1.35,2.26
Ranchi,2002-05-15 16:00:00,1.12,1.74
Ranchi,2002-05-15 17:00:00,0.81,1.07
Ranchi,2002-05-15 18:00:00,0.37,0.46
Ranchi,2002-05-15 19:00:00,0.03,0.04
Ranchi,2002-05-15 20:00:00,0.0,0.0
Ranchi,2002-06-15 05:00:00,0.0,0.0
Ranchi,2002-06-15 06:00:00,0.05,0.09
Ranchi,2002-06-15 07:00:00,0.37,0.46
Ranchi,2002-06-15 08:00:00,0.79,1.14
Ranchi,2002-06-15 09:00:00,1.1,1.73
Ranchi,2002-06-15 10:00:00,1.34,2.23
Ranchi,2002-06-15 11:00:00,1.39,2.48
Ranchi,2002-06-15 12:00:00,1.49,2.59
Ranchi,2002-06-15 13:00:00,1.79,2.6
Ranchi,2002-06-15 14:00:00,1.54,2.38
Ranchi,2002-06-15 15:00:00,1.2,1.83
Ranchi,2002-06-15 16:00:00,1.05,1.39
Ranchi,2002-06-15 17:00:00,0.69,0.81
Ranchi,2002-06-15 18:00:00,0.36,0.43
Ranchi,2002-06-15 19:00:00,0.05,0.07
Ranchi,2002-06-15 20:00:00,0.0,0.0
Ranchi,2002-07-15 05:00:00,0.0,0.0
Ranchi,2002-07-15 06:00:00,0.02,0.03
Ranchi,2002-07-15 07:00:00,0.29,0.31
Ranchi,2002-07-15 08:00:00,0.71,0.79
Ranchi,2002-07-15 09:00:00,1.11,1.37
Ranchi,2002-07-15 10:00:00,1.45,1.85
Ranchi,2002-07-15 11:00:00,1.6,2.13
Ranchi,2002-07-15 12:00:00,1.77,2.36
Ranchi,2002-07-15 13:00:00,1.62,2.13
Ranchi,2002-07-15 14:00:00,1.45,1.83
Ranchi,2002-07-15 15:00:00,1.16,1.44
Ranchi,2002-07-15 16:00:00,0.88,1.01
Ranchi,2002-07-15 17:00:00,0.52,0.58
Ranchi,2002-07-15 18:00:00,0.2,0.25
Ranchi,2002-07-15 19:00:00,0.02,0.03
Ranchi,2002-07-15 20:00:00,0.0,0.0
Ranchi,2002-08-15 05:00:00,,0.0
Ranchi,2002-08-15 06:00:00,,0.02
Ranchi,2002-08-15 07:00:00,,0.24
Ranchi,2002-08-15 08:00:00,,0.62
Ranchi,2002-08-15 09:00:00,,1.0
Ranchi,2002-08-15 10:00:00,,1.31
Ranchi,2002-08-15 11:00:00,,1.61
Ranchi,2002-08-15 12:00:00,,1.89
Ranchi,2002-08-15 13:00:00,,1.82
Ranchi,2002-08-15 14:00:00,,1.58
Ranchi,2002-08-15 15:00:00,,1.48
Ranchi,2002-08-15 16:00:00,,1.07
Ranchi,2002-08-15 17:00:00,,0.58
Ranchi,2002-08-15 18:00:00,,0.19
Ranchi,2002-08-15 19:00:00,,0.01
Ranchi,2002-08-15 20:00:00,,0.0
Ranchi,2002-09-15 05:00:00,,0.0
Ranchi,2002-09-15 06:00:00,,0.01
Ranchi,2002-09-15 07:00:00,,0.19
Ranchi,2002-09-15 08:00:00,,0.7
Ranchi,2002-09-15 09:00:00,,1.17
Ranchi,2002-09-15 10:00:00,,1.61
Ranchi,2002-09-15 11:00:00,,1.99
Ranchi,2002-09-15 12:00:00,,2.31
Ranchi,2002-09-15 13:00:00,,1.95
Ranchi,2002-09-15 14:00:00,,1.66
Ranchi,2002-09-15 15:00:00,,1.46
Ranchi,2002-09-15 16:00:00,,1.03
Ranchi,2002-09-15 17:00:00,,0.63
Ranchi,2002-09-15 18:00:00,,0.15
Ranchi,2002-09-15 19:00:00,,0.0
Ranchi,2002-09-15 20:00:00,,0.0
Ranchi,2002-10-15 05:00:00,,0.0
Ranchi,2002-10-15 06:00:00,,0.0
Ranchi,2002-10-15 07:00:00,,0.16
Ranchi,2002-10-15 08:00:00,,0.8
Ranchi,2002-10-15 09:00:00,,1.54
Ranchi,2002-10-15 10:00:00,,2.07
Ranchi,2002-10-15 11:00:00,,2.49
Ranchi,2002-10-15 12:00:00,,2.7
Ranchi,2002-10-15 13:00:00,,2.6
Ranchi,2002-10-15 14:00:00,,2.32
Ranchi,2002-10-15 15:00:00,,1.86
Ranchi,2002-10-15 16:00:00,,1.33
Ranchi,2002-10-15 17:00:00,,0.59
Ranchi,2002-10-15 18:00:00,,0.1
Ranchi,2002-10-15 19:00:00,,0.0
Ranchi,2002-10-15 20:00:00,,0.0
Ranchi,2002-11-15 05:00:00,,0.0
Ranchi,2002-11-15 06:00:00,,0.0
Ranchi,2002-11-15 07:00:00,,0.03
Ranchi,2002-11-15 08:00:00,,0.52
Ranchi,2002-11-15 09:00:00,,1.27
Ranchi,2002-11-15 10:00:00,,1.94
Ranchi,2002-11-15 11:00:00,,2.41
Ranchi,2002-11-15 12:00:00,,2.65
Ranchi,2002-11-15 13:00:00,,2.67
Ranchi,2002-11-15 14:00:00,,2.46
Ranchi,2002-11-15 15:00:00,,2.05
Ranchi,2002-11-15 16:00:00,,1.38
Ranchi,2002-11-15 17:00:00,,0.61
Ranchi,2002-11-15 18:00:00,,0.06
Ranchi,2002-11-15 19:00:00,,0.0
Ranchi,2002-11-15 20:00:00,,0.0
Ranchi,2002-12-15 05:00:00,0.0,0.0
Ranchi,2002-12-15 06:00:00,0.0,0.0
Ranchi,2002-12-15 07:00:00,0.02,0.03
Ranchi,2002-12-15 08:00:00,0.25,0.45
Ranchi,2002-12-15 09:00:00,0.43,1.17
Ranchi,2002-12-15 10:00:00,0.54,1.81
Ranchi,2002-12-15 11:00:00,0.6,2.3
Ranchi,2002-12-15 12:00:00,0.64,2.51
Ranchi,2002-12-15 13:00:00,0.63,2.51
Ranchi,2002-12-15 14:00:00,0.59,2.28
Ranchi,2002-12-15 15:00:00,0.52,1.74
Ranchi,2002-12-15 16:00:00,0.38,1.08
Ranchi,2002-12-15 17:00:00,0.19,0.42
Ranchi,2002-12-15 18:00:00,0.02,0.03
Ranchi,2002-12-15 19:00:00,0.0,0.0
Ranchi,2002-12-15 20:00:00,0.0,0.0
Ranchi,2003-01-15 05:00:00,0.0,0.0
Ranchi,2003-01-15 06:00:00,0.0,0.0
Ranchi,2003-01-15 07:00:00,0.02,0.02
Ranchi,2003-01-15 08:00:00,0.26,0.44
Ranchi,2003-01-15 09:00:00,0.47,1.17
Ranchi,2003-01-15 10:00:00,0.57,1.87
Ranchi,2003-01-15 11:00:00,0.63,2.43
Ranchi,2003-01-15 12:00:00,0.67,2.69
Ranchi,2003-01-15 13:00:00,0.66,2.66
Ranchi,2003-01-15 14:00:00,0.64,2.4
Ranchi,2003-01-15 15:00:00,0.54,1.88
Ranchi,2003-01-15 16:00:00,0.4,1.22
Ranchi,2003-01-15 17:00:00,0.21,0.5
Ranchi,2003-01-15 18:00:00,0.02,0.04
Ranchi,2003-01-15 19:00:00,0.0,0.0
Ranchi,2003-01-15 20:00:00,0.0,0.0
Ranchi,2003-02-15 05:00:00,0.0,0.0
Ranchi,2003-02-15 06:00:00,0.0,0.0
Ranchi,2003-02-15 07:00:00,0.04,0.06
Ranchi,2003-02-15 08:00:00,0.3,0.6
Ranchi,2003-02-15 09:00:00,0.52,1.38
Ranchi,2003-02-15 10:00:00,0.63,2.04
Ranchi,2003-02-15 11:00:00,0.71,2.5
Ranchi,2003-02-15 12:00:00,0.79,2.77
Ranchi,2003-02-15 13:00:00,0.8,2.67
Ranchi,2003-02-15 14:00:00,0.73,2.49
Ranchi,2003-02-15 15:00:00,0.56,2.05
Ranchi,2003-02-15 16:00:00,0.45,1.5
Ranchi,2003-02-15 17:00:00,0.29,0.75
Ranchi,2003-02-15 18:00:00,0.06,0.11
Ranchi,2003-02-15 19:00:00,0.0,0.0
Ranchi,2003-02-15 20:00:00,0.0,0.0
Ranchi,2003-03-15 05:00:00,0.0,0.0
Ranchi,2003-03-15 06:00:00,0.0,0.0
Ranchi,2003-03-15 07:00:00,0.13,0.2
Ranchi,2003-03-15 08:00:00,0.42,0.92
Ranchi,2003-03-15 09:00:00,0.6,1.77
Ranchi,2003-03-15 10:00:00,0.7,2.54
Ranchi,2003-03-15 11:00:00,0.75,3.03
Ranchi,2003-03-15 12:00:00,0.78,3.27
Ranchi,2003-03-15 13:00:00,0.83,3.16
Ranchi,2003-03-15 14:00:00,0.76,2.72
Ranchi,2003-03-15 15:00:00,0.6,2.04
Ranchi,2003-03-15 16:00:00,0.48,1.42
Ranchi,2003-03-15 17:00:00,0.32,0.77
Ranchi,2003-03-15 18:00:00,0.08,0.15
Ranchi,2003-03-15 19:00:00,0.0,0.0
Ranchi,2003-03-15 20:00:00,0.0,0.0
Ranchi,2003-04-15 05:00:00,0.0,0.0
Ranchi,2003-04-15 06:00:00,0.01,0.01
Ranchi,2003-04-15 07:00:00,0.24,0.32
Ranchi,2003-04-15 08:00:00,0.55,1.04
Ranchi,2003-04-15 09:00:00,0.74,1.79
Ranchi,2003-04-15 10:00:00,0.84,2.41
Ranchi,2003-04-15 11:00:00,0.88,2.91
Ranchi,2003-04-15 12:00:00,0.9,3.24
Ranchi,2003-04-15 13:00:00,0.89,3.34
Ranchi,2003-04-15 14:00:00,0.91,3.07
Ranchi,2003-04-15 15:00:00,0.85,2.55
Ranchi,2003-04-15 16:00:00,0.65,1.6
Ranchi,2003-04-15 17:00:00,0.42,0.79
Ranchi,2003-04-15 18:00:00,0.15,0.22
Ranchi,2003-04-15 19:00:00,0.0,0.0
Ranchi,2003-04-15 20:00:00,0.0,0.0
Ranchi,2003-05-15 05:00:00,0.0,0.0
Ranchi,2003-05-15 06:00:00,0.04,0.05
Ranchi,2003-05-15 07:00:00,0.36,0.47
Ranchi,2003-05-15 08:00:00,0.72,1.22
Ranchi,2003-05-15 09:00:00,0.94,2.03
Ranchi,2003-05-15 10:00:00,1.04,2.71
Ranchi,2003-05-15 11:00:00,1.1,3.19
Ranchi,2003-05-15 12:00:00,1.13,3.33
Ranchi,2003-05-15 13:00:00,1.15,3.25
Ranchi,2003-05-15 14:00:00,1.17,2.93
Ranchi,2003-05-15 15:00:00,1.06,2.31
Ranchi,2003-05-15 16:00:00,0.92,1.73
Ranchi,2003-05-15 17:00:00,0.64,1.08
Ranchi,2003-05-15 18:00:00,0.3,0.42
Ranchi,2003-05-15 19:00:00,0.04,0.05
Ranchi,2003-05-15 20:00:00,0.0,0.0
Ranchi,2003-06-15 05:00:00,0.0,0.0
Ranchi,2003-06-15 06:00:00,0.05,0.06
Ranchi,2003-06-15 07:00:00,0.34,0.43
Ranchi,2003-06-15 08:00:00,0.67,0.96
Ranchi,2003-06-15 09:00:00,0.97,1.65
Ranchi,2003-06-15 10:00:00,1.13,2.18
Ranchi,2003-06-15 11:00:00,1.26,2.49
Ranchi,2003-06-15 12:00:00,1.29,2.67
Ranchi,2003-06-15 13:00:00,1.33,2.65
Ranchi,2003-06-15 14:00:00,1.13,2.13
Ranchi,2003-06-15 15:00:00,0.92,1.73
Ranchi,2003-06-15 16:00:00,0.7,1.15
Ranchi,2003-06-15 17:00:00,0.51,0.69
Ranchi,2003-06-15 18:00:00,0.25,0.32
Ranchi,2003-06-15 19:00:00,0.04,0.05
Ranchi,2003-06-15 20:00:00,0.0,0.0
Ranchi,2003-07-15 05:00:00,0.0,0.0
Ranchi,2003-07-15 06:00:00,0.05,0.07
Ranchi,2003-07-15 07:00:00,0.28,0.34
Ranchi,2003-07-15 08:00:00,0.6,0.79
Ranchi,2003-07-15 09:00:00,0.89,1.34
Ranchi,2003-07-15 10:00:00,1.09,1.68
Ranchi,2003-07-15 11:00:00,1.26,2.02
Ranchi,2003-07-15 12:00:00,1.34,2.27
Ranchi,2003-07-15 13:00:00,1.16,2.0
Ranchi,2003-07-15 14:00:00,1.02,1.84
Ranchi,2003-07-15 15:00:00,0.84,1.71
Ranchi,2003-07-15 16:00:00,0.66,1.17
Ranchi,2003-07-15 17:00:00,0.47,0.83
Ranchi,2003-07-15 18:00:00,0.21,0.36
Ranchi,2003-07-15 19:00:00,0.03,0.04
Ranchi,2003-07-15 20:00:00,0.0,0.0
Ranchi,2003-08-15 05:00:00,0.0,0.0
Ranchi,2003-08-15 06:00:00,0.03,0.06
Ranchi,2003-08-15 07:00:00,0.25,0.38
Ranchi,2003-08-15 08:00:00,0.55,1.04
Ranchi,2003-08-15 09:00:00,0.85,1.58
Ranchi,2003-08-15 10:00:00,1.04,2.04
Ranchi,2003-08-15 11:00:00,1.24,2.28
Ranchi,2003-08-15 12:00:00,1.09,2.43
Ranchi,2003-08-15 13:00:00,1.19,2.61
Ranchi,2003-08-15 14:00:00,1.07,2.09
Ranchi,2003-08-15 15:00:00,0.82,1.7
Ranchi,2003-08-15 16:00:00,0.64,1.37
Ranchi,2003-08-15 17:00:00,0.43,0.89
Ranchi,2003-08-15 18:00:00,0.16,0.37
Ranchi,2003-08-15 19:00:00,0.02,0.03
Ranchi,2003-08-15 20:00:00,0.0,0.0
Ranchi,2003-09-15 05:00:00,0.0,0.0
Ranchi,2003-09-15 06:00:00,0.01,0.01
Ranchi,2003-09-15 07:00:00,0.18,0.21
Ranchi,2003-09-15 08:00:00,0.47,0.71
Ranchi,2003-09-15 09:00:00,0.7,1.19
Ranchi,2003-09-15 10:00:00,0.93,1.74
Ranchi,2003-09-15 11:00:00,1.05,1.9
Ranchi,2003-09-15 12:00:00,1.1,2.19
Ranchi,2003-09-15 13:00:00,1.08,2.01
Ranchi,2003-09-15 14:00:00,0.97,1.85
Ranchi,2003-09-15 15:00:00,0.92,1.59
Ranchi,2003-09-15 16:00:00,0.6,1.09
Ranchi,2003-09-15 17:00:00,0.38,0.65
Ranchi,2003-09-15 18:00:00,0.15,0.22
Ranchi,2003-09-15 19:00:00,0.0,0.01
Ranchi,2003-09-15 20:00:00,0.0,0.0
Ranchi,2003-10-15 05:00:00,0.0,0.0
Ranchi,2003-10-15 06:00:00,0.0,0.01
Ranchi,2003-10-15 07:00:00,0.08,0.09
Ranchi,2003-10-15 08:00:00,0.33,0.49
Ranchi,2003-10-15 09:00:00,0.62,1.04
Ranchi,2003-10-15 10:00:00,0.81,1.48
Ranchi,2003-10-15 11:00:00,0.96,1.77
Ranchi,2003-10-15 12:00:00,0.98,2.02
Ranchi,2003-10-15 13:00:00,1.05,2.1
Ranchi,2003-10-15 14:00:00,0.86,1.8
Ranchi,2003-10-15 15:00:00,0.62,1.33
Ranchi,2003-10-15 16:00:00,0.43,0.8
Ranchi,2003-10-15 17:00:00,0.2,0.4
Ranchi,2003-10-15 18:00:00,0.04,0.07
Ranchi,2003-10-15 19:00:00,0.0,0.0
Ranchi,2003-10-15 20:00:00,0.0,0.0
Ranchi,2003-11-15 05:00:00,0.0,0.0
Ranchi,2003-11-15 06:00:00,0.0,0.0
Ranchi,2003-11-15 07:00:00,0.03,0.04
Ranchi,2003-11-15 08:00:00,0.29,0.5
Ranchi,2003-11-15 09:00:00,0.46,1.28
Ranchi,2003-11-15 10:00:00,0.56,1.93
Ranchi,2003-11-15 11:00:00,0.63,2.4
Ranchi,2003-11-15 12:00:00,0.67,2.59
Ranchi,2003-11-15 13:00:00,0.66,2.66
Ranchi,2003-11-15 14:00:00,0.61,2.4
Ranchi,2003-11-15 15:00:00,0.54,1.93
Ranchi,2003-11-15 16:00:00,0.41,1.27
Ranchi,2003-11-15 17:00:00,0.23,0.52
Ranchi,2003-11-15 18:00:00,0.04,0.05
Ranchi,2003-11-15 19:00:00,0.0,0.0
Ranchi,2003-11-15 20:00:00,0.0,0.0
Ranchi,2003-12-15 05:00:00,0.0,0.0
Ranchi,2003-12-15 06:00:00,0.0,0.0
Ranchi,2003-12-15 07:00:00,0.01,0.02
Ranchi,2003-12-15 08:00:00,0.25,0.38
Ranchi,2003-12-15 09:00:00,0.44,1.03
Ranchi,2003-12-15 10:00:00,0.56,1.64
Ranchi,2003-12-15 11:00:00,0.66,2.15
Ranchi,2003-12-15 12:00:00,0.69,2.38
Ranchi,2003-12-15 13:00:00,0.63,2.43
Ranchi,2003-12-15 14:00:00,0.59,2.19
Ranchi,2003-12-15 15:00:00,0.53,1.74
Ranchi,2003-12-15 16:00:00,0.4,1.14
Ranchi,2003-12-15 17:00:00,0.18,0.43
Ranchi,2003-12-15 18:00:00,0.01,0.03
Ranchi,2003-12-15 19:00:00,0.0,0.0
Ranchi,2003-12-15 20:00:00,0.0,0.0
Ranchi,2004-01-15 05:00:00,0.0,0.0
Ranchi,2004-01-15 06:00:00,0.0,0.0
Ranchi,2004-01-15 07:00:00,0.02,0.03
Ranchi,2004-01-15 08:00:00,0.26,0.46
Ranchi,2004-01-15 09:00:00,0.46,1.12
Ranchi,2004-01-15 10:00:00,0.57,1.79
Ranchi,2004-01-15 11:00:00,0.68,2.31
Ranchi,2004-01-15 12:00:00,0.7,2.62
Ranchi,2004-01-15 13:00:00,0.73,2.57
Ranchi,2004-01-15 14:00:00,0.7,2.37
Ranchi,2004-01-15 15:00:00,0.57,1.88
Ranchi,2004-01-15 16:00:00,0.43,1.22
Ranchi,2004-01-15 17:00:00,0.22,0.51
Ranchi,2004-01-15 18:00:00,0.02,0.04
Ranchi,2004-01-15 19:00:00,0.0,0.0
Ranchi,2004-01-15 20:00:00,0.0,0.0
Ranchi,2004-02-15 05:00:00,0.0,0.0
Ranchi,2004-02-15 06:00:00,0.0,0.0
Ranchi,2004-02-15 07:00:00,0.05,0.07
Ranchi,2004-02-15 08:00:00,0.34,0.68
Ranchi,2004-02-15 09:00:00,0.52,1.48
Ranchi,2004-02-15 10:00:00,0.61,2.2
Ranchi,2004-02-15 11:00:00,0.67,2.74
Ranchi,2004-02-15 12:00:00,0.7,3.04
Ranchi,2004-02-15 13:00:00,0.69,3.09
Ranchi,2004-02-15 14:00:00,0.67,2.86
Ranchi,2004-02-15 15:00:00,0.61,2.41
Ranchi,2004-02-15 16:00:00,0.5,1.7
Ranchi,2004-02-15 17:00:00,0.31,0.83
Ranchi,2004-02-15 18:00:00,0.07,0.14
Ranchi,2004-02-15 19:00:00,0.0,0.0
Ranchi,2004-02-15 20:00:00,0.0,0.0
Ranchi,2004-03-15 05:00:00,0.0,0.0
Ranchi,2004-03-15 06:00:00,0.0,0.0
Ranchi,2004-03-15 07:00:00,0.13,0.2
Ranchi,2004-03-15 08:00:00,0.43,0.9
Ranchi,2004-03-15 09:00:00,0.61,1.7
Ranchi,2004-03-15 10:00:00,0.69,2.41
Ranchi,2004-03-15 11:00:00,0.74,2.87
Ranchi,2004-03-15 12:00:00,0.76,3.15
Ranchi,2004-03-15 13:00:00,0.75,3.16
Ranchi,2004-03-15 14:00:00,0.74,2.9
Ranchi,2004-03-15 15:00:00,0.69,2.44
Ranchi,2004-03-15 16:00:00,0.57,1.68
Ranchi,2004-03-15 17:00:00,0.38,0.85
Ranchi,2004-03-15 18:00:00,0.12,0.18
Ranchi,2004-03-15 19:00:00,0.0,0.0
Ranchi,2004-03-15 20:00:00,0.0,0.0
Ranchi,2004-04-15 05:00:00,0.0,0.0
Ranchi,2004-04-15 06:00:00,0.01,0.01
Ranchi,2004-04-15 07:00:00,0.27,0.36
Ranchi,2004-04-15 08:00:00,0.57,1.05
Ranchi,2004-04-15 09:00:00,0.78,1.9
Ranchi,2004-04-15 10:00:00,0.85,2.6
Ranchi,2004-04-15 11:00:00,0.92,3.17
Ranchi,2004-04-15 12:00:00,1.01,3.32
Ranchi,2004-04-15 13:00:00,0.94,3.29
Ranchi,2004-04-15 14:00:00,0.93,2.87
Ranchi,2004-04-15 15:00:00,0.84,2.16
Ranchi,2004-04-15 16:00:00,0.64,1.35
Ranchi,2004-04-15 17:00:00,0.41,0.73
Ranchi,2004-04-15 18:00:00,0.18,0.25
Ranchi,2004-04-15 19:00:00,0.01,0.01
Ranchi,2004-04-15 20:00:00,0.0,0.0
Ranchi,2004-05-15 05:00:00,0.0,0.0
Ranchi,2004-05-15 06:00:00,0.03,0.03
Ranchi,2004-05-15 07:00:00,0.34,0.44
Ranchi,2004-05-15 08:00:00,0.67,1.16
Ranchi,2004-05-15 09:00:00,0.93,1.93
Ranchi,2004-05-15 10:00:00,1.01,2.57
Ranchi,2004-05-15 11:00:00,1.03,3.05
Ranchi,2004-05-15 12:00:00,1.08,3.28
Ranchi,2004-05-15 13:00:00,1.1,3.13
Ranchi,2004-05-15 14:00:00,1.08,2.79
Ranchi,2004-05-15 15:00:00,0.99,2.08
Ranchi,2004-05-15 16:00:00,0.76,1.4
Ranchi,2004-05-15 17:00:00,0.53,0.89
Ranchi,2004-05-15 18:00:00,0.25,0.36
Ranchi,2004-05-15 19:00:00,0.02,0.03
Ranchi,2004-05-15 20:00:00,0.0,0.0
Ranchi,2004-06-15 05:00:00,0.0,0.0
Ranchi,2004-06-15 06:00:00,0.04,0.05
Ranchi,2004-06-15 07:00:00,0.3,0.42
Ranchi,2004-06-15 08:00:00,0.57,0.93
Ranchi,2004-06-15 09:00:00,0.8,1.56
Ranchi,2004-06-15 10:00:00,0.95,2.02
Ranchi,2004-06-15 11:00:00,1.12,2.33
Ranchi,2004-06-15 12:00:00,1.17,2.6
Ranchi,2004-06-15 13:00:00,1.07,2.34
Ranchi,2004-06-15 14:00:00,0.98,2.04
Ranchi,2004-06-15 15:00:00,0.84,1.81
Ranchi,2004-06-15 16:00:00,0.6,1.2
Ranchi,2004-06-15 17:00:00,0.4,0.79
Ranchi,2004-06-15 18:00:00,0.17,0.27
Ranchi,2004-06-15 19:00:00,0.03,0.04
Ranchi,2004-06-15 20:00:00,0.0,0.0
Ranchi,2004-07-15 05:00:00,0.0,0.0
Ranchi,2004-07-15 06:00:00,0.04,0.05
Ranchi,2004-07-15 07:00:00,0.26,0.33
Ranchi,2004-07-15 08:00:00,0.6,0.78
Ranchi,2004-07-15 09:00:00,0.86,1.23
Ranchi,2004-07-15 10:00:00,1.09,1.7
Ranchi,2004-07-15 11:00:00,1.24,2.09
Ranchi,2004-07-15 12:00:00,1.33,2.24
Ranchi,2004-07-15 13:00:00,1.28,2.17
Ranchi,2004-07-15 14:00:00,1.13,1.95
Ranchi,2004-07-15 15:00:00,0.93,1.61
Ranchi,2004-07-15 16:00:00,0.7,1.27
Ranchi,2004-07-15 17:00:00,0.46,0.81
Ranchi,2004-07-15 18:00:00,0.22,0.38
Ranchi,2004-07-15 19:00:00,0.03,0.06
Ranchi,2004-07-15 20:00:00,0.0,0.0
Ranchi,2004-08-15 05:00:00,0.0,0.0
Ranchi,2004-08-15 06:00:00,0.01,0.02
Ranchi,2004-08-15 07:00:00,0.22,0.26
Ranchi,2004-08-15 08:00:00,0.45,0.67
Ranchi,2004-08-15 09:00:00,0.73,1.12
Ranchi,2004-08-15 10:00:00,1.07,1.58
Ranchi,2004-08-15 11:00:00,1.22,2.07
Ranchi,2004-08-15 12:00:00,1.34,2.25
Ranchi,2004-08-15 13:00:00,1.31,2.35
Ranchi,2004-08-15 14:00:00,1.04,1.9
Ranchi,2004-08-15 15:00:00,0.91,1.56
Ranchi,2004-08-15 16:00:00,0.72,1.22
Ranchi,2004-08-15 17:00:00,0.44,0.65
Ranchi,2004-08-15 18:00:00,0.17,0.25
Ranchi,2004-08-15 19:00:00,0.01,0.02
Ranchi,2004-08-15 20:00:00,0.0,0.0
Ranchi,2004-09-15 05:00:00,0.0,0.0
Ranchi,2004-09-15 06:00:00,0.01,0.01
Ranchi,2004-09-15 07:00:00,0.19,0.19
Ranchi,2004-09-15 08:00:00,0.48,0.61
Ranchi,2004-09-15 09:00:00,0.75,1.19
Ranchi,2004-09-15 10:00:00,1.0,1.78
Ranchi,2004-09-15 11:00:00,1.21,2.02
Ranchi,2004-09-15 12:00:00,1.23,2.35
Ranchi,2004-09-15 13:00:00,1.19,2.08
Ranchi,2004-09-15 14:00:00,1.04,1.79
